Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,Keywords
rata.space,ChIJO6x-tscp1i0RaWLd-xhIsFI,"Jl. Jakarta No.6, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65142, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,92,,"I will give 5 stars for the atmosphere and ambiance Its really good not too crowded good place to wfc and spacious place Food is not bad too Definitely will comeback to this place

Nice place for relaxing and work
Little bit spacious and need more tables
The food is nice and the atmosphere was great

The place spacious but need more working table and eliminate those cafeesque table not sure about the second floor tho
The food the beef ricebowl is nice the drink is okay
The wifi needs improvement
The price just right
The service should try to be more fluid in communication

Overall a decent place

nice place for work or small meetings during the day

comfy",8.999.999.999.999.990,52.683.378.683.494,6.315.805.013.605.040,2966,"place work, wfc, food nice, nice place, cafeesque, crowded good, spacious need, cafeesque table, place relaxing, wfc spacious"
Jazz Coffe,ChIJZ-8SzSwp1i0RaHHxwTu110w,"Jetak Ngasri, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,90,,"Easy to find Good ambience

Tobzzzsss

Its really great that this is 6k Jazz coffee and 7k Gresik milk coffee at Cafe Jazz
The price is murce with a solid taste
With the tagline cafe and working space
It suits this cafe
The parking lot is also spacious
Closing hours around 0100 Indonesian Time Malang

Its comfortable here because the location of the cafe is aloof so its nice to hang out casually or while on duty because its far from the crowds of other cafes
My favorite menu is black jazz coffee potatoes and fried sempol theyre great

This cafe offers a fairly comfortable and pocketfriendly atmosphere for its customers The coffee variants served here are quite good",8.999.999.999.999.990,51.525.502.228.912,6.315.457.650.668.670,2971,"good ambience, coffee, cafe parking, crowds cafes, suits cafe, tagline cafe, cafe aloof, coffee variants, coffee 7k, cafe jazz"
Fitur Kopi,ChIJj1Uja6751y0RMaMIiwPaS6E,"Jl. Ikan Tombro No.01, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,83,,"Good place and great taste 

Find the best coffee here  enjoy live music performance

Great food and great place to hangout

Nice place clean

Ok",8.999.999.999.999.990,47.472.934.637.874,6.314.241.880.391.360,2972,"taste, enjoy live, music performance, live music, place clean, great food, best coffee, coffee enjoy, place hangout, nice place"
Cafe Wasek,ChIJE9tGUMiDeC4ReGdtMJwrNj8,"XJWQ+4X7, Jl. Kyai Parseh Jaya, RT.04/RW.01, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135, Indonesia","cafe, point_of_interest, food, establishment",4.6,82,,"ok

The place is small but neatly arranged clean the coffee is delicious the cilok is delicious its open until 0000 if Im not mistaken hehe
Its not noisy even though its on the side of the road the price is affordable

The place is very comfortable for hanging out Clean Neat enjoy it anyway suitable again for you lovers of online mobile games 

Its pretty good but how come the rules are funny How come you cant bring a laptop to provide a cafe hahaha the reason is causing everything to slow down if you feel the internet isnt fast enough you have to be smart about choosing an internet provider mass there are many providers other than indihme theres f rst media  mc grub bznet etc They have fixed monthly rates there are cheaper ones with more stable speeds please fix them again thank you

Recommendations Cozy place A place to hang out and gather The menu also varies you have to try it Fivestar quality fivestar prices",8.999.999.999.999.990,46.893.996.410.582,6.314.068.198.923.170,2973,"bring laptop, internet provider, delicious cilok, price affordable, online mobile, clean coffee, place place, recommendations cozy, choosing internet, provide cafe"
OMAH DEWE COFFEE,ChIJVc2neq0r1i0RlFGbixUO9Dk,"Jl. Raya Dermo No.126, Dermo, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65141, Indonesia","cafe, point_of_interest, food, establishment",4.6,82,,"Nice place

For hanging out doing assignments or just hanging out meeting up with girlfriends can

Not for business matters its a bit crowded and the music is loud the task can be the same as karaoke
Fast wifi
There are toilets
Sitting on a wooden bench anyway but open space  so cool
Kopine is not badand really affordable
If its late you must wear a jacket really cool 

The coffee is pretty good the toilets are clean there is a prayer room Snack not too many choices but enough Cozy atmosphere

The place is not too crowded the atmosphere is calm there is a small prayer room and bathroom available the sound of music is not so disturbing the service is okay

The menu is quite general the same as other warkop warkop Adequate motorbike parking Food and drink prices are very affordable The wifi is suitable for analog moba mabar and so far its still free parking",8.999.999.999.999.990,46.893.996.410.582,6.314.068.198.923.170,2974,"cozy atmosphere, karaoke, wifi toilets, prices affordable, parking food, kopine badand, wifi suitable, cool kopine, nice place, prayer room"
FanÄ coffee,ChIJMy5e4Cwo1i0RGlJf8IpzHsI,"Jl. Bunga Songgolangit, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, store, establishment",4.6,82,,"Cozy place for enjoying rum coffee mabora Its nice to be here recommended

great place to hav a great coffee

its actually a good place

Somewhere only we know

Mabora Coffee is recommended",8.999.999.999.999.990,46.893.996.410.582,6.314.068.198.923.170,2975,"mabora, know mabora, mabora nice, coffee actually, place hav, rum, coffee recommended, place enjoying, cozy, great place"
Teracota Cafe,ChIJw00HsuUp1i0RSIEq4m7rs3g,"Hotel Santika Malang, Jl. Letjen Sutoyo No.79, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, restaurant, food, point_of_interest, establishment",4.6,81,,"This cafe inside Santika Premiere Hotel Malang has a good choice of food and beverage Good quality food with standard hotel price

Good restaurant with excellent service

Just finished my mom birthday party here very good service very helpfull staff good food and the surprise we got free additional food from the chef very recommended to have a party here

Nice clean place Wide varity of meals and drinks Very good and efficient service I recomend it without any doubt Ginger tea stratospheric

Delicious and great taste of food",8.999.999.999.999.990,46.315.058.183.291,6.313.894.517.454.980,2976,"chef recommended, malang good, hotel price, beverage good, meals drinks, good food, santika premiere, standard hotel, santika, cafe inside"
Pan & Brew Cafe,ChIJjaIQsRb51y0R3PvICLZqPtM,"Jl. Panderman No.20, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, food, point_of_interest, establishment",4.6,80,,"Nice place to hangout with your friends there is a comfy place

Nice vibe

It provides affordable and delicate menu

good ambience and good food with cheap price

Good taste",8.999.999.999.999.990,45.736.119.956,6.313.720.835.986.790,2980,"good taste, menu, vibe provides, price good, delicate menu, provides affordable, nice vibe, friends comfy, hangout friends, place hangout"
Starbucks Borobudur,ChIJpcSsqFT41y0RY2kW_4v0Sg0,"Jl. Borobudur No.63, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65112, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,80,2.0,"Just a Starbucks that located in Borobudur street What do you expect from a Starbucks coffeeshop Yeah a nice coffee some complimentary pastries and good ambience to hang out with colleagues or open laptop for doing some works But you know they are overpriced If youre no problem with that then come and try

Another newest Starbuck store in Malang And it stands alone not inside the mall I think this is good and efficient in time

Since its new its not really crowded even at the weekends So you can enjoy your food and beverage here peacefully

Newest Starbucks in town the 6th Starbucks Store in Malang Luv the design of the building clean and cozy atmosphere But the air con is freezing  The baristas are super friendly and helpful Its the second day from the opening so the store is a little bit crowded They have a big parking lot too which is nice

Different baristas table lay out that create open and cozy  ambience  Food and drink are no different from other Starbucks caf

The map pin point is not accurate it should be in front of Warung Sate Barokah Pak Sugiono

Huge parking So its nice

Music too loud I wish they provided nonsmoking outdoor area The waste bin is too close to the toilet",8.999.999.999.999.990,45.736.119.956,6.313.720.835.986.790,2981,"coffee complimentary, coffeeshop yeah, freezing baristas, baristas table, different baristas, inside mall, coffeeshop, newest starbucks, expect starbucks, starbucks town"
Warung Nugroho,ChIJ65mGPSODeC4RV-Z31GtpggY,"Jl. Pajajaran No.21, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,79,,"place to hangout in Malang city for boardgame and trading card game lover especially Magic the Gathering

Food and drink Boardgame and MTG Great place to hang for those in the hobby

Good place for Trading Card Game community

Good place and cozy tasty food

Ok",8.999.999.999.999.990,45.157.181.728.709,6.313.547.154.518.610,2984,"boardgame trading, magic gathering, place cozy, city, drink boardgame, game community, mtg great, malang, great place, place hangout"
ES CAMPUR NAYAMUL,ChIJl_M18Dso1i0RZmaTCWPCUpM,"Jl. Mayjen.M.Wiyono No.12, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, food, point_of_interest, establishment",4.6,79,,"ok

Good

Love it we just bought it

Its really nayamul  spacious parking complete 1 place menu there are various ices there is rujak there is gado2 tofu eggs very fitting no need to go anywhere else

The place to find rujak gado gado iced mixed etc Friendly on the pocket very satisfying on the tongue",8.999.999.999.999.990,45.157.181.728.709,6.313.547.154.518.610,2985,"iced mixed, nayamul spacious, gado2 tofu, place menu, pocket satisfying, rujak, parking complete, need place, various ices, spacious parking"
Troopers Coffee,ChIJXR1tuJX51y0RdxTsI9GzGhw,"Jalan Mertojoyo Selatan Blok C2 No.1, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, establishment",4.6,78,1.0,"Cozy place and really good drink

keep it up

Good

Well

The coffee made here is hand made aka ground directly no bottled drinks thats good I ordered matcha its really creamy good for hanging out together or on dates the place is quite spacious the service is friendly the prices are friendly dont be afraid it doesnt suit the taste and please review it yourself",8.999.999.999.999.990,44.578.243.501.418,6.313.373.473.050.420,2986,"place quite, friendly, spacious service, prices friendly, drink good, coffee hand, taste review, dates place, bottled drinks, cozy"
warung kopi boldy mas faris,ChIJ_UN1dr-DeC4RXTbDHjv0rrg,"2J7P+XJ2, Jl. Gatot Subroto, Jodipan, Kec. Blimbing, Kota Malang, Jawa Timur 65118, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,77,,"Ok

Ok

Good

Its a nice place to hang out relax and pop

Roadside coffee shop perfect for hanging out when the bag is running low hehe Provides black coffee milk coffee warm milk ginger milk ginger tea etc There are also various kinds of fried foods as a snack to satisfy hunger Located on a strategic route this shop is always busy Sometimes you have to queue because the seats are limited you can sit on the floor too",8.999.999.999.999.990,43.999.305.274.127,6.313.199.791.582.230,2989,"place, nice place, ginger tea, coffee warm, shop busy, snack satisfy, fried foods, satisfy hunger, foods snack, roadside coffee"
