Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,One_Keywords
GO KOPI,ChIJZdQZZoqDeC4RtuS-7DkRPx8,"Jalan Soekarno - Hatta Kav B1, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, store, establishment",4.6,9,,"It's a shame it doesn't provide a table for drinking on the spot

Can be used as an alternative for coffee at night. Strategic location opposite the north, exactly the meatball nawak suhat.

There are many variants for coffee flavors, and almost all of them taste delicious.

It's comfortable to do the job. For selfies, the Instagram feed is also really good, say. Hanging out with friends, let alone friends

It tastes pretty good",0.8999999999999999,0.0004631505818329,0.5131991547501881,2749,"coffee, north, instagram, night, table, alternative, meatball, pretty, exactly, suhat"
9 NINE CAFE,ChIJqQMHLVMp1i0RcgCxyuCQXfE,"Jl. Ikan Tombro, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, establishment",4.6,9,,"sipp....the place is comfortable suitable for hanging out

It's not cool, it's really bitchy. . .

The place is nice, in the hallway there is a fish pond and full music free WiFi, and without vehicle noise... Great... 👍

Simple place, quite cheap 4k-18k...
Nice, suitable for nongki nongki....

Muantab",0.8999999999999999,0.0004631505818329,0.5131991547501881,2750,"place, comfortable, sippthe, pond, wifi, cheap, nongki, 4k18k, muantab, really"
STMJ Dan Roti Bakar Surya,ChIJ4Yw3qT4p1i0RD3XuLlQFbuo,"3J9W+4RV, Jl. A. Yani, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","cafe, point_of_interest, food, establishment",4.6,9,,"Great place to have nutrition called stmj,  tasty snack,  fresh milk

The smell is so different from the others, it really kicks

One of the STMJ that tastes really good and must be tried. Besides that, next to it there is an angkringan shop, for seating there is enough lesehan for quite a lot of customers. The STMJ seller is very friendly and kind. The menu is very diverse, not only STMJ or dairy products, but also various non-dairy cold drinks, toast and grilled bananas. The strategic place is on the side of the road near the fly over with a large parking area without a parking attendant. Very good 👍🏻

Enjoying the evening with a glass of STMJ N ROTI BAKAR SURYA is cheap and lively, makes the body warm in one word

nice, until I didn't have time to take a photo",0.8999999999999999,0.0004631505818329,0.5131991547501881,2751,"stmj, angkringan, near, drinks, nutrition, smell, toast, diverse, nondairy, attendant"
D' KELMOJ COFFE,ChIJldAMD5Yp1i0RY0HB7JCuzEE,"Jl. Sudimoro No.4, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, establishment",4.6,9,,"The coffee is good and the price is affordable + free wifi

cool subscription

Comfortable... the coffee is joss, the price is affordable

From 2011 I got my hair cut here, although sometimes I moved places because when I wanted to cut the place was closed, already the first location was on Jalan Borobudur close to the Suhat gas station, and finally moved to Jalan Sudimoro, because of the subscriptions and satisfying service, making this place the choice for haircuts hair, successful and healthy always.

Open from 2-10 pm",0.8999999999999999,0.0004631505818329,0.5131991547501881,2752,"affordable, coffee, jalan, haircuts, wifi, service, suhat, healthy, cool, borobudur"
Selo Cafe,ChIJNTCgds2AeC4RuCg6PpCtWkg,"Jl. Minsuarso No.4, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia","cafe, food, point_of_interest, establishment",4.6,9,1.0,"The most comfortable place







",0.8999999999999999,0.0004631505818329,0.5131991547501881,2753,"comfortable, place"
Jawarah coffee,ChIJ_2Sz2g4p1i0RVoltFGZ2uJs,"2J6G+MXX, Kasin, Klojen, Malang City, East Java 65117, Indonesia","cafe, food, point_of_interest, establishment",4.6,8,,"Overall okay... Only the background music genre is not that good... But music has different tastes

Masan delicious. Cheap fan comfortable atmosphere

Great food and affordable price

Delicious.. Murmer.. Comfortable.. Clean.. Friendly..mantaappp

The Jawarah fried rice is really delicious",0.8999999999999999,0.0004052567591038,0.5131742604064146,2754,"music, rice, masan, jawarah, delicious, background, affordable, fan, different, friendlymantaappp"
Museum Cafe,ChIJ-eiLHir61y0RVw8cdyoG-YE,"Jl. Mayjen Prof. Dr. Moestopo No.47, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60132, Indonesia","cafe, food, point_of_interest, establishment",4.6,8,,"Cozy place to hangout. The interior have a clean and simple design, outdoor seatings are available too. Great selection of coffee either iced or hot. You can order manually if you want to explore coffee. There are snacks and small foods too.

It's nice to be cool with the nuances of the history of medicine in the past. You can drink while flashbacks about the history of the UNAIR campus

It's comfortable, but there's no wifi :( and no plugs either :(

Food is quite tasty and clean

There is wifi",0.8999999999999999,0.0004052567591038,0.5131742604064146,2755,"cozy, campus, unair, hangout, explore, foods, medicine, wifi, theres, nuances"
Kopi Lain Hati Matos,ChIJP9aYAgaDeC4Rng8BnlnpsRs,"Jl. Veteran No.2, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65145, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,8,,"One of the coffee outlet in town that offers good taste of coffee and non-coffee beverages. Pricing is standard. Taste is good and quite unique. Portion is normal. Beverages can be ordered by online food delivery app as well.

one of favorite coffee in Matos.
sometimes there are promotions.
great taste.

New here I feel the combination of milk and cheese. It feels comfortable on the tongue.

The best..
Every time I go to Matos, I always buy...

The coffee taste is normal. Try to enjoy and slurp the first time without sugar. Not enough coffee or too much water.",0.8999999999999999,0.0004052567591038,0.5131742604064146,2756,"coffee, matos, standard, tongue, comfortable, promotions, great, online, town, try"
Ala Mozza,ChIJO3scPmoo1i0RnMV1wi0s1lA,"No. 7 Jalan Kalimosodo No.IX, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65121, Indonesia","cafe, food, point_of_interest, establishment",4.6,8,,"the taste of the chicken and the sandwiches are champions

Wanak Pol Pokok

Reasonable

Recommended

",0.8999999999999999,0.0004052567591038,0.5131742604064146,2757,"chicken, pokok, sandwiches, taste, recommended, pol, wanak, champions, reasonable"
Caffe Detroit,ChIJ9VC6D7gp1i0Ruwm3gbi95Hc,"Gg. II, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia","cafe, point_of_interest, food, store, establishment",4.6,8,,"It's in an alley, so via g.maps it's hard to find.

Delicious, comfortable, and relaxing





",0.8999999999999999,0.0004052567591038,0.5131742604064146,2758,"gmaps, relaxing, alley, comfortable, delicious, hard"
Book Cafe Kahuripan,ChIJieqDRg2CeC4RDFgi9B22agg,"Jl. MT. Haryono No.122, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, point_of_interest, food, establishment",4.6,7,,"A cool place for coffee while studying while discussing, equipped with facilities for books that can be read like a public library. Passion for learning wherever you are

good good great good





",0.8999999999999999,0.0003473629363746,0.513149366062641,2759,"coffee, library, studying, facilities, read, public, cool, passion, like, equipped"
Panggung Cafe,ChIJ31hg6HGCeC4Rwki2gkG-tnU,"Jl. Gajayana No.18, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,7,,"Cozy

Cheap
Lots of menus
Populist price
Friendly seller
Seller good at acting and martial arts
Songwriter and artist

Not bad for coffee

Many and Delicious Choices

",0.8999999999999999,0.0003473629363746,0.513149366062641,2760,"cheap, coffee, cozy, menus, seller, choices, martial, songwriter, populist, acting"
KopiQu,ChIJb92qp4cp1i0R4DbzQSkBYfQ,"Ruko Sawojajar, Jl. Danau Toba No.10, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","cafe, food, point_of_interest, establishment",4.6,7,,"The place is delicious, not so many people passing by, so you can relax and have a cup of coffee

Standard price





",0.8999999999999999,0.0003473629363746,0.513149366062641,2761,"coffee, place, cup, delicious, relax, price, passing, people, standard"
B’Elio Patisserie,ChIJH-hwkHEp1i0RlnCy1fu50FU,"Jl. Raya Sawojajar No.11, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,7,,"Nice place, a good vibe, great taste! Come in!

comfortable place!

The cake is sandal cake, it's hard.

the place & menus are great. recommended!
suitable to bring a partner here 😊

comfortable place to hang out/do assignments and the price is really worth it in the pocket",0.8999999999999999,0.0003473629363746,0.513149366062641,2762,"place, cake, comfortable, sandal, menus, vibe, outdo, bring, worth, really"
AKSATAKOPI,ChIJf_rFog-DeC4R7D7X33MMsIE,"Jl. Raya Tlogomas No.78, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, store, establishment",4.6,7,,"Suitable for relaxing







",0.8999999999999999,0.0003473629363746,0.513149366062641,2763,"relaxing, suitable"
Angel Coffee Shop,ChIJJfrF_0GDeC4RMXNSx7e7mgY,"Jl. Bondowoso No.35D, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,7,,"Dirty, dusty, drinks are not good, the water tastes like rusty faucet water. Food needs to be improved on taste, appearance and hygiene. It doesn't matter if the cafe is small as long as it is clean and the food is clean.
Hopefully in the future more cleanliness and tidiness of food hygiene will be improved

Delicious taste, friendly price

A fun cafe for santuy with partners, friends and family

Cool cafe

You must stop by masszehh",0.8999999999999999,0.0003473629363746,0.513149366062641,2764,"cafe, cleanliness, water, dusty, small, delicious, improved, masszehh, tidiness, hopefully"
Sempol Mbok Dewor,ChIJ4_kAilYp1i0Rx6jzkSU1AgM,"3MG3+374, Balearjosari, Blimbing, Malang City, East Java 65126, Indonesia","cafe, food, point_of_interest, establishment",4.6,5,,"The most delicious Sempol, which I found in Malang

It's so delicious

Try it first



",0.8999999999999999,0.0002315752909164,0.5130995773750939,2765,"sempol, malang, delicious, try"
Cafe Nazwa Nino,ChIJ0Vf1y4cp1i0RaTmyHkhMuq0,"2MX4+X2R, Pandanwangi, Blimbing, Malang City, East Java, Indonesia","cafe, food, point_of_interest, establishment",4.6,5,,"Strategic place, comfortable with its wifi facilities







",0.8999999999999999,0.0002315752909164,0.5130995773750939,2766,"wifi, facilities, place, strategic, comfortable"
Kétàn Dúrèn,ChIJcXaIVPWBeC4RcRf4lnn_6NE,"3HHW+2F4, Jl. Raya Tlogomas, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, establishment",4.6,5,,"Ok

Excellent...





",0.8999999999999999,0.0002315752909164,0.5130995773750939,2767,"excellent, ok"
Made In Java Coffee Shop,ChIJ6VAtuVUp1i0RrHezif9F1zI,"Blok E1, Jl. Raya Blimbing Indah No.12, Polowijen, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,5,,"Great 👍👍👍







",0.8999999999999999,0.0002315752909164,0.5130995773750939,2768,great
Kopi Kurang Lebih Diorama,ChIJH3-Ib9Yp1i0R_hyKuV-Bv_4,"Jl. Sulfat No.230, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,5,,"The matcha latte is just right. The hazelnuts are still too bitter. But, overall is still okay
Clean place, pretty good service, friendly and fast.

The place is comfortable even though minimalist. The taste of the coffee is quite strong, I happened to order coffee with the right milk and I also ordered spoiled mulberry sweet milk. The creamy and fatty milk is combined with the sour mulberry jam and the texture of the fruit grenjel can still be felt, making anyone who drinks it feel so good.

the indoor place is comfy and cold. the coffee with milk is delicious👍🏻



",0.8999999999999999,0.0002315752909164,0.5130995773750939,2769,"hazelnuts, latte, bitter, matcha, comfortable, grenjel, okay, texture, indoor, minimalist"
UD JAYASRI KOPI & INDOMIE,ChIJg_VbWpsp1i0Rrmifp_q1fHk,"Jl. Karya Timur No.50, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,5,,"Like the atmosphere next to the rail, open until 3 am, there are toilets, wifi, friendly service.

Affordable prices
For hanging out with friends is perfect
The tala balak coffee is delicious
The honey milk and ginger honey milk are sweet. But the ginger is tough

Parking, please double lock, guys, don't forget to park neatly

Cheap, comfortable, can see the trains passing every hour. hahaha

A small copy on the edge of the rail, the price is very affordable. Small and very limited place, parking is also limited. Good service.

Cheap and top vibes!!!!

",0.8999999999999999,0.0002315752909164,0.5130995773750939,2770,"rail, affordable, parking, coffee, service, wifi, tala, open, vibes, hahaha"
Kue Pancong Waspada,ChIJ4UKtKor51y0RX_iuV3hyIJU,"Jl. Samudra No.2, RT.006/RW.05, Bongkaran, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60161, Indonesia","cafe, food, point_of_interest, establishment",4.6,5,,"yummy traditional cake in surabaya. it taste like coconut, with sprinkled sugar on top. you can also add chocolate sprinkle. it is sweet but can also be on the savory side. definitely a treat.

The pancong cake is really delicious
Cooked when we ordered
Toppings can be special requests
But I still prefer using only sugar
Next door there is also the legendary squid rice
Also green bean ice as a companion for eating pancong
Ample parking because the atomic market closes at night

really delicious

Is it open

",0.8999999999999999,0.0002315752909164,0.5130995773750939,2771,"surabaya, coconut, pancong, traditional, savory, sugar, ample, squid, requests, definitely"
Teras kopi Batu ARD Rumah Jati,ChIJb-Tpho2BeC4RRH-3iwSrbwM,"Jl. Raya Pattimura no. 109Temas, Temas, Kec. Batu, Kota Batu, Jawa Timur 65315, Indonesia","cafe, food, point_of_interest, establishment",4.6,5,,"Nice pleace, antique ambience. They have nasi goreng and bakmi Kediri cooked on anglo, the taste is good and smokey. This place still open until 3 AM

Vintage witchy Nice place, nice people, nice plants, good vibe and good price

The food is decent, the place is really nice with a retro concept... it's perfect for hanging out and taking selfies



",0.8999999999999999,0.0002315752909164,0.5130995773750939,2772,"antique, ambience, place, kediri, decent, anglo, smokey, goreng, open, nasi"
warkop mamat coffe,ChIJpYbwP28o1i0RbDcUqDQunzg,"Jl. Raya Ki Ageng Gribig No.3, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia","cafe, food, point_of_interest, store, establishment",4.6,5,,"It's not bad, but the utensils used for eating/drinking are a bit dusty so I eat noodles while there is dust

Order the bitterest coffee with your sweetest memories..

Hold your sadness as the happiest sadness..

Surely the coffee you ordered will not be as bitter as losing it..

🙏🙏🙏🙏🙏

Drinking coffee



",0.8999999999999999,0.0002315752909164,0.5130995773750939,2773,"coffee, bitter, eatingdrinking, bad, noodles, utensils, sweetest, order, memories, dusty"
Warung Pak Gimin,ChIJ34l8eRYo1i0R0_U8l1isAgU,"Jl. Ir. H. Juanda No.3c, Jodipan, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, restaurant, food, store, point_of_interest, establishment",4.6,5,,"The taste is authentic, the mendol is special and the tempeh is a winner

Because it is comfortable and the service is very friendly to buyers



Really good

",0.8999999999999999,0.0002315752909164,0.5130995773750939,2774,"mendol, taste, tempeh, authentic, friendly, buyers, service, special, winner, really"
